2020-05-22T18:45:05.884Z|46804e06c2a89df|UNKNOWN|UNKNOWN|anonymous|jfrou@01e8yv7km6r0cgmtkp8g2q90x1|C|TKN|{"added":{"owner":"jfrou@01e8yv7km6r0cgmtkp8g2q90x1","created":"1590173105699","subject":"jfrou@01e8yv7km6r0cgmtkp8g2q90x1","scope":"admin","id":"7e3dfbbf-1094-4967-852e-33134d1c6524","type":"generic"}}
2020-05-22T18:45:10.010Z|352886a47184c9ba|UNKNOWN|UNKNOWN|anonymous|jfac@01e8yv7aamj41c01yxe0ar1jef|C|TKN|{"added":{"owner":"jfac@01e8yv7aamj41c01yxe0ar1jef","created":"1590173109987","subject":"jfac@01e8yv7aamj41c01yxe0ar1jef","scope":"internal-sync","expiry":"1590173229987","id":"9a8543f8-e7c7-430a-8f67-fe223d7a2946","type":"generic"}}
2020-05-22T18:45:10.198Z|352886a47184c9ba|UNKNOWN|UNKNOWN|anonymous|jfac@01e8yv7aamj41c01yxe0ar1jef|C|TKN|{"added":{"owner":"jfac@01e8yv7aamj41c01yxe0ar1jef","created":"1590173110188","subject":"jfac@01e8yv7aamj41c01yxe0ar1jef","scope":"internal-sync","expiry":"1590173230188","id":"6d6b4842-ecea-4a52-83fd-bd801b91adc5","type":"generic"}}
2020-05-22T18:45:10.442Z|352886a47184c9ba|UNKNOWN|UNKNOWN|anonymous|jfac@01e8yv7aamj41c01yxe0ar1jef|C|TKN|{"added":{"owner":"jfac@01e8yv7aamj41c01yxe0ar1jef","created":"1590173110433","subject":"jfac@01e8yv7aamj41c01yxe0ar1jef","scope":"internal-sync","expiry":"1590173230433","id":"8a582ccb-52eb-44ca-bda8-d655cf41ad06","type":"generic"}}
2020-05-22T18:45:10.886Z|3e593c1697327853|UNKNOWN|UNKNOWN|anonymous|jfmd@01e8yv7mndxrnmd1h5qa49rj3r|C|TKN|{"added":{"owner":"jfmd@01e8yv7mndxrnmd1h5qa49rj3r","created":"1590173110867","subject":"jfmd@01e8yv7mndxrnmd1h5qa49rj3r","scope":"admin","id":"bb386163-153e-4d37-8c25-cdbbe8e48e15","type":"generic"}}
2020-05-22T18:45:10.900Z|352886a47184c9ba|UNKNOWN|UNKNOWN|anonymous|jfac@01e8yv7aamj41c01yxe0ar1jef|C|TKN|{"added":{"owner":"jfac@01e8yv7aamj41c01yxe0ar1jef","created":"1590173110878","subject":"jfac@01e8yv7aamj41c01yxe0ar1jef","scope":"internal-sync","expiry":"1590173230878","id":"97ba01d5-25a7-48a1-b16e-036a3260be39","type":"generic"}}
2020-05-22T18:45:17.417Z|31d99f136e2e22d5|UNKNOWN|UNKNOWN|anonymous|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|C|TKN|{"added":{"owner":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz","created":"1590173117414","subject":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz","scope":"admin","id":"31f4b9a6-4afe-432b-808a-206cb3d51a8a","type":"generic"}}
2020-05-22T18:45:20.763Z|57b4c77f42d386b1|UNKNOWN|_system_|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|anonymous|C|USR|{"added":{"allowedIps":"[*]","realm":"internal","status":"enabled","username":"anonymous"}}
2020-05-22T18:45:20.880Z|625523c3bcc5c212|UNKNOWN|_system_|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|readers|C|GRP|{"added":{"autoJoin":"true","name":"readers","description":"A group for read-only users","realm":"internal"}}
2020-05-22T18:45:21.198Z|2700be8bbf6c30ec|UNKNOWN|_system_|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|jfrt@01e8yv89r4pzvf1bczbr7t0mkz:c1b458b7-5094-4bf0-b07f-3d77ab0b5666|C|PRM|{"added":{"customData.includePattern":"**","actions.anonymous(USER):READ":"anonymous(USER):READ","customData.updatedBy":"_system_","displayName":"Anything","actions.readers(GROUP):READ":"readers(GROUP):READ","customData.repoKeys":"[ANY]","name":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz:c1b458b7-5094-4bf0-b07f-3d77ab0b5666","customData.excludePattern":"","serviceId":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz","resourceType":"REPO"}}
2020-05-22T18:45:21.298Z|453368c24da01672|UNKNOWN|_system_|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|jfrt@01e8yv89r4pzvf1bczbr7t0mkz:3e2f191a-109d-4905-a7df-528dbd5baa4f|C|PRM|{"added":{"customData.includePattern":"**","actions.anonymous(USER):READ":"anonymous(USER):READ","customData.updatedBy":"_system_","displayName":"Anything","actions.readers(GROUP):READ":"readers(GROUP):READ","customData.repoKeys":"[artifactory-build-info]","name":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz:3e2f191a-109d-4905-a7df-528dbd5baa4f","customData.excludePattern":"","serviceId":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz","resourceType":"BUILD"}}
2020-05-22T18:45:21.392Z|3deb8b39a05ed215|UNKNOWN|_system_|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|jfrt@01e8yv89r4pzvf1bczbr7t0mkz:3c9caeb2-85e8-4514-b522-16bd50b0a2b2|C|PRM|{"added":{"customData.includePattern":"**","actions.anonymous(USER):READ":"anonymous(USER):READ","customData.updatedBy":"_system_","displayName":"Any Remote","customData.repoKeys":"[ANY REMOTE]","name":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz:3c9caeb2-85e8-4514-b522-16bd50b0a2b2","customData.excludePattern":"","serviceId":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz","actions.anonymous(USER):DEPLOY":"anonymous(USER):DEPLOY","resourceType":"REPO"}}
2020-05-22T18:45:21.805Z|2c1ca87568c326b1|UNKNOWN|UNKNOWN|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|C|TKN|{"added":{"owner":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz","created":"1590173121800","subject":"jfrt@01e8yv89r4pzvf1bczbr7t0mkz","scope":"applied-permissions/admin","expiry":"2536253121800","id":"005c3d6d-5e25-4622-a9eb-6cb20605db81","type":"generic"}}
2020-05-22T18:45:31.653Z|5360e12790ccd408|UNKNOWN|UNKNOWN|anonymous|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590173131648","subject":"jffe@000","scope":"admin","id":"d668c689-882b-4516-8045-3c7f12b246ad","type":"generic"}}
2020-05-22T18:45:31.784Z|3b01e273d1771c1a|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590173131767","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590173731767","id":"096a7a1f-4e0b-48af-bcd2-73e70c39027f","type":"generic"}}
2020-05-22T18:45:46.463Z|726521bab28e0ce0|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/anonymous|C|TKN|{"added":{"owner":"jffe@000","created":"1590173146451","subject":"jffe@000/users/anonymous","scope":"applied-permissions/user api:*","expiry":"1590173746451","id":"34e19077-1f45-4619-8dbe-e01de98a4e2a","type":"generic","username":"anonymous"}}
2020-05-22T18:49:17.421Z|5cc60c4031a0a060|UNKNOWN|UNKNOWN|jffe@000|admin|C|TKN|{"added":{"owner":"jffe@000","created":"1590173357416","subject":"admin","scope":"applied-permissions/user","expiry":"1590175157416","id":"561163c7-4ddd-4236-8baf-83e579a6bca5","type":"session","username":"admin"}}
2020-05-22T18:49:17.763Z|2a2dc0308a995064|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1590173357755","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","expiry":"1590173957755","id":"38914650-515a-40d6-bd42-6d8aea16b895","type":"generic","username":"admin"}}
2020-05-22T18:49:17.785Z|5a6570d4deb890a9|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1590173357779","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","expiry":"1590173957779","id":"3c667566-477f-4afe-94aa-701b41fe62a6","type":"generic","username":"admin"}}
2020-05-22T18:49:18.746Z|64cca11bf735a000|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1590173358743","subject":"jffe@000/users/admin","scope":"applied-permissions/user","expiry":"1590173958743","id":"d2b6e622-3c32-4a0c-9078-b75f24f1ae49","type":"generic","username":"admin"}}
2020-05-22T18:49:44.451Z|1b23372fbba5b0ce|127.0.0.1|anonymous|jfrt@01e8yv89r4pzvf1bczbr7t0mkz|admin|U|USR|{"updated":{"password":{"oldEntry":"*","newEntry":"*"}}}
2020-05-22T18:55:34.723Z|137b2d4320b4b00d|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590173734717","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174334717","id":"8143eef3-71a0-47b4-9350-8041345f162c","type":"generic"}}
2020-05-22T18:55:34.724Z|1a1b72f9b08bdc5e|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590173734718","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174334719","id":"119b50c5-92c1-4b0b-978b-6c46ad457db1","type":"generic"}}
2020-05-22T18:55:34.724Z|6d48b5eeb30149f|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590173734717","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174334717","id":"09a5dd62-9596-4fd1-b475-6e7872a89422","type":"generic"}}
2020-05-22T18:55:34.725Z|3017b9d4d1045b61|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590173734719","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174334719","id":"baa407b3-afa8-475b-8c1f-fa65f26fe52c","type":"generic"}}
2020-05-22T18:59:17.710Z|afc31a3ae503286|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1590173957704","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","expiry":"1590174557704","id":"7b65d544-0483-4257-adf7-d8798b7d2e57","type":"generic","username":"admin"}}
2020-05-22T19:05:34.756Z|33ce2e798e2f759a|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174334754","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174934754","id":"b875ab74-81c5-424c-a74a-1947dda84dd6","type":"generic"}}
2020-05-22T19:05:34.761Z|701ac286ee426bc3|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174334754","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174934754","id":"03dd8082-3964-46fe-b67a-c80196e9c848","type":"generic"}}
2020-05-22T19:05:34.765Z|5c2a06dcfd2e933d|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174334761","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174934761","id":"fbe22cdd-f2d2-451d-9efa-64e1d912d03f","type":"generic"}}
2020-05-22T19:05:34.768Z|3857217b7db5ef0b|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174334756","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590174934756","id":"86fc30a6-7b69-4199-bfd1-339822a8529e","type":"generic"}}
2020-05-22T19:09:17.759Z|7b8d51fd340abb3c|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1590174557754","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","expiry":"1590175157754","id":"512b3778-8c2d-467a-9f07-aa6e7c00feb0","type":"generic","username":"admin"}}
2020-05-22T19:15:34.809Z|2db64cc1eba6a214|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174934798","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590175534798","id":"d5b04ddf-c852-41bb-91a5-b34dbb0cf02e","type":"generic"}}
2020-05-22T19:15:34.813Z|6e01c4a9715e1fe8|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174934802","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590175534802","id":"71e4ff2f-83eb-4ec8-a913-7dadcea9ed12","type":"generic"}}
2020-05-22T19:15:34.813Z|35b9d708f08fe19b|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174934800","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590175534800","id":"5f01723d-e15f-4660-b154-ddaa91b142f5","type":"generic"}}
2020-05-22T19:15:34.813Z|56b0fc3783a0fdb1|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590174934800","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590175534800","id":"4deaa4ff-a13b-4ba6-90d2-78c41b8b4c3d","type":"generic"}}
2020-05-25T15:30:18.780Z|4d200b64fcd2bc74|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/anonymous|C|TKN|{"added":{"owner":"jffe@000","created":"1590420618776","subject":"jffe@000/users/anonymous","scope":"applied-permissions/user api:*","expiry":"1590421218776","id":"a88c471a-42d0-4371-bb0e-aa577767c103","type":"generic","username":"anonymous"}}
2020-05-25T15:30:35.481Z|289b93c6997cff78|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590420635476","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590421235476","id":"7c4f3c9d-88f7-4f30-9d0c-0832a26ea814","type":"generic"}}
2020-05-25T15:30:35.483Z|5e2be96a3670d4d9|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590420635474","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590421235475","id":"ecb29f2f-68eb-44dd-a7e8-6c09bfaf0536","type":"generic"}}
2020-05-25T15:30:35.483Z|5f3f5ae7f1626007|UNKNOWN|UNKNOWN|jffe@000|jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1590420635479","subject":"jffe@000","scope":"applied-permissions/admin api:*","expiry":"1590421235479","id":"f820bedd-3979-4aae-908a-1b2fb4ff51eb","type":"generic"}}
